cost_id,usage_id,job_id,asset_id,cost_date,cost_category,amount_cents,gst_input_cents,tax_code,bas_g11_cents,bas_1b_cents,supplier_name,withholding_cents
COST003123,USE00442,JOB0014,EX004,2026-04-23,Fuel,23377,2338,GST,23377,2338,BP Australia,0
COST003124,USE00442,JOB0014,EX004,2026-04-23,Labour,62393,0,N-T,0,0,Grounded Fleet Payroll,0
COST003125,USE00442,JOB0014,EX004,2026-04-23,Transport/float,103463,10346,GST,103463,10346,Grounded Float,0
COST003126,USE00458,JOB0014,EX005,2026-04-23,Fuel,63489,6349,GST,63489,6349,Viva Energy,0
COST003127,USE00458,JOB0014,EX005,2026-04-23,Labour,47118,0,N-T,0,0,Grounded Fleet Payroll,0
COST003128,USE00458,JOB0014,EX005,2026-04-23,Transport/float,84579,8458,GST,84579,8458,Grounded Float,0
COST003129,USE00450,JOB0014,GR001,2026-04-23,Fuel,29880,2988,GST,29880,2988,Ampol,0
COST003130,USE00450,JOB0014,GR001,2026-04-23,Labour,61863,0,N-T,0,0,Grounded Fleet Payroll,0
COST003131,USE00056,JOB0002,CP001,2026-04-24,Fuel,51106,5111,GST,51106,5111,Viva Energy,0
COST003132,USE00056,JOB0002,CP001,2026-04-24,Labour,50037,0,N-T,0,0,Grounded Fleet Payroll,0
COST003133,USE00038,JOB0002,DT001,2026-04-24,Fuel,28149,2815,GST,28149,2815,Viva Energy,0
COST003134,USE00038,JOB0002,DT001,2026-04-24,Labour,40666,0,N-T,0,0,Grounded Fleet Payroll,0
COST003135,USE00038,JOB0002,DT001,2026-04-24,Transport/float,75723,7572,GST,75723,7572,Metro Heavy Haulage,0
COST003136,USE00065,JOB0002,EX001,2026-04-24,Fuel,27229,2723,GST,27229,2723,Viva Energy,0
COST003137,USE00065,JOB0002,EX001,2026-04-24,Labour,56035,0,N-T,0,0,Grounded Fleet Payroll,0
COST003138,USE00065,JOB0002,EX001,2026-04-24,Transport/float,60354,6035,GST,60354,6035,Metro Heavy Haulage,0
COST003139,USE00029,JOB0002,EX002,2026-04-24,Fuel,29039,2904,GST,29039,2904,Ampol,0
COST003140,USE00029,JOB0002,EX002,2026-04-24,Labour,62002,0,N-T,0,0,Grounded Fleet Payroll,0
COST003141,USE00047,JOB0002,LD002,2026-04-24,Fuel,44572,4457,GST,44572,4457,Viva Energy,0
COST003142,USE00047,JOB0002,LD002,2026-04-24,Labour,38489,0,N-T,0,0,Grounded Fleet Payroll,0
COST003143,USE00047,JOB0002,LD002,2026-04-24,Maintenance,75180,7518,GST,75180,7518,Local Diesel Repairs,0
COST003144,USE00196,JOB0008,EX001,2026-04-24,Fuel,41497,4150,GST,41497,4150,Ampol,0
COST003145,USE00196,JOB0008,EX001,2026-04-24,Labour,53482,0,N-T,0,0,Grounded Fleet Payroll,0
COST003146,USE00196,JOB0008,EX001,2026-04-24,Transport/float,55948,5595,GST,55948,5595,VIC Tilt Tray,0
COST003147,USE00208,JOB0008,EX003,2026-04-24,Fuel,21799,2180,GST,21799,2180,Viva Energy,0
COST003148,USE00208,JOB0008,EX003,2026-04-24,Labour,47993,0,N-T,0,0,Grounded Fleet Payroll,0
COST003149,USE00232,JOB0008,EX004,2026-04-24,Fuel,61861,6186,GST,61861,6186,BP Australia,0
COST003150,USE00232,JOB0008,EX004,2026-04-24,Labour,44606,0,N-T,0,0,Grounded Fleet Payroll,0
COST003151,USE00232,JOB0008,EX004,2026-04-24,Maintenance,31392,3139,GST,31392,3139,WesTrac,0
COST003152,USE00232,JOB0008,EX004,2026-04-24,Transport/float,48204,4820,GST,48204,4820,VIC Tilt Tray,0
COST003153,USE00244,JOB0008,EX005,2026-04-24,Fuel,21600,2160,GST,21600,2160,BP Australia,0
COST003154,USE00244,JOB0008,EX005,2026-04-24,Labour,64781,0,N-T,0,0,Grounded Fleet Payroll,0
COST003155,USE00244,JOB0008,EX005,2026-04-24,Maintenance,21764,2176,GST,21764,2176,Komatsu Service,0
COST003156,USE00244,JOB0008,EX005,2026-04-24,Transport/float,63631,6363,GST,63631,6363,VIC Tilt Tray,0
COST003157,USE00220,JOB0008,LD001,2026-04-24,Fuel,39099,3910,GST,39099,3910,Caltex,0
COST003158,USE00220,JOB0008,LD001,2026-04-24,Labour,52029,0,N-T,0,0,Grounded Fleet Payroll,0
COST003159,USE00013,JOB0001,DZ001,2026-04-25,Fuel,74595,7460,GST,74595,7460,BP Australia,0
COST003160,USE00013,JOB0001,DZ001,2026-04-25,Labour,64120,0,N-T,0,0,Grounded Fleet Payroll,0
COST003161,USE00013,JOB0001,DZ001,2026-04-25,Transport/float,85654,8565,GST,85654,8565,VIC Tilt Tray,0
COST003162,USE00001,JOB0001,LD001,2026-04-25,Fuel,32860,3286,GST,32860,3286,Caltex,0
COST003163,USE00001,JOB0001,LD001,2026-04-25,Labour,57768,0,N-T,0,0,Grounded Fleet Payroll,0
COST003164,USE00001,JOB0001,LD001,2026-04-25,Transport/float,102601,10260,GST,102601,10260,Metro Heavy Haulage,0
COST003165,USE00057,JOB0002,CP001,2026-04-25,Fuel,42737,4274,GST,42737,4274,Ampol,0
COST003166,USE00057,JOB0002,CP001,2026-04-25,Labour,62107,0,N-T,0,0,Grounded Fleet Payroll,0
COST003167,USE00039,JOB0002,DT001,2026-04-25,Fuel,62546,6255,GST,62546,6255,Caltex,0
COST003168,USE00039,JOB0002,DT001,2026-04-25,Labour,40242,0,N-T,0,0,Grounded Fleet Payroll,0
COST003169,USE00066,JOB0002,EX001,2026-04-25,Fuel,41765,4176,GST,41765,4176,Ampol,0
COST003170,USE00066,JOB0002,EX001,2026-04-25,Labour,43518,0,N-T,0,0,Grounded Fleet Payroll,0
COST003171,USE00066,JOB0002,EX001,2026-04-25,Transport/float,55759,5576,GST,55759,5576,Metro Heavy Haulage,0
COST003172,USE00066,JOB0002,EX001,2026-04-25,E-tag,11426,1143,GST,11426,1143,Linkt,0
COST003173,USE00030,JOB0002,EX002,2026-04-25,Fuel,47444,4744,GST,47444,4744,BP Australia,0
COST003174,USE00030,JOB0002,EX002,2026-04-25,Labour,61384,0,N-T,0,0,Grounded Fleet Payroll,0
COST003175,USE00048,JOB0002,LD002,2026-04-25,Fuel,24177,2418,GST,24177,2418,Caltex,0
COST003176,USE00048,JOB0002,LD002,2026-04-25,Labour,56210,0,N-T,0,0,Grounded Fleet Payroll,0
COST003177,USE00048,JOB0002,LD002,2026-04-25,E-tag,3318,332,GST,3318,332,Linkt,0
COST003178,USE00197,JOB0008,EX001,2026-04-25,Fuel,19915,1992,GST,19915,1992,Caltex,0
COST003179,USE00197,JOB0008,EX001,2026-04-25,Labour,48448,0,N-T,0,0,Grounded Fleet Payroll,0
COST003180,USE00197,JOB0008,EX001,2026-04-25,Maintenance,49799,4980,GST,49799,4980,CAT Parts,0
COST003181,USE00197,JOB0008,EX001,2026-04-25,Transport/float,117428,11743,GST,117428,11743,Grounded Float,0
COST003182,USE00197,JOB0008,EX001,2026-04-25,E-tag,7120,712,GST,7120,712,Linkt,0
COST003183,USE00209,JOB0008,EX003,2026-04-25,Fuel,40773,4077,GST,40773,4077,Ampol,0
COST003184,USE00209,JOB0008,EX003,2026-04-25,Labour,52551,0,N-T,0,0,Grounded Fleet Payroll,0
COST003185,USE00209,JOB0008,EX003,2026-04-25,Maintenance,88388,8839,GST,88388,8839,Komatsu Service,0
COST003186,USE00233,JOB0008,EX004,2026-04-25,Fuel,34622,3462,GST,34622,3462,Ampol,0
COST003187,USE00233,JOB0008,EX004,2026-04-25,Labour,43847,0,N-T,0,0,Grounded Fleet Payroll,0
COST003188,USE00245,JOB0008,EX005,2026-04-25,Fuel,51985,5198,GST,51985,5198,Ampol,0
COST003189,USE00245,JOB0008,EX005,2026-04-25,Labour,41160,0,N-T,0,0,Grounded Fleet Payroll,0
COST003190,USE00221,JOB0008,LD001,2026-04-25,Fuel,34481,3448,GST,34481,3448,Caltex,0
COST003191,USE00221,JOB0008,LD001,2026-04-25,Labour,61710,0,N-T,0,0,Grounded Fleet Payroll,0
COST003192,USE00221,JOB0008,LD001,2026-04-25,Transport/float,115724,11572,GST,115724,11572,Grounded Float,0
COST003193,USE00014,JOB0001,DZ001,2026-04-27,Fuel,40782,4078,GST,40782,4078,Caltex,0
COST003194,USE00014,JOB0001,DZ001,2026-04-27,Labour,60061,0,N-T,0,0,Grounded Fleet Payroll,0
COST003195,USE00014,JOB0001,DZ001,2026-04-27,Maintenance,51129,5113,GST,51129,5113,WesTrac,0
COST003196,USE00002,JOB0001,LD001,2026-04-27,Fuel,43837,4384,GST,43837,4384,Ampol,0
COST003197,USE00002,JOB0001,LD001,2026-04-27,Labour,50566,0,N-T,0,0,Grounded Fleet Payroll,0
COST003198,USE00002,JOB0001,LD001,2026-04-27,Transport/float,109764,10976,GST,109764,10976,Metro Heavy Haulage,0
COST003199,USE00002,JOB0001,LD001,2026-04-27,E-tag,11842,1184,GST,11842,1184,Linkt,0
COST003200,USE00058,JOB0002,CP001,2026-04-27,Fuel,50802,5080,GST,50802,5080,Ampol,0
COST003201,USE00058,JOB0002,CP001,2026-04-27,Labour,41212,0,N-T,0,0,Grounded Fleet Payroll,0
COST003202,USE00058,JOB0002,CP001,2026-04-27,Maintenance,40896,4090,GST,40896,4090,Komatsu Service,0
COST003203,USE00040,JOB0002,DT001,2026-04-27,Fuel,33748,3375,GST,33748,3375,Viva Energy,0
COST003204,USE00040,JOB0002,DT001,2026-04-27,Labour,48368,0,N-T,0,0,Grounded Fleet Payroll,0
COST003205,USE00040,JOB0002,DT001,2026-04-27,E-tag,9625,962,GST,9625,962,Linkt,0
COST003206,USE00067,JOB0002,EX001,2026-04-27,Fuel,30774,3077,GST,30774,3077,Caltex,0
COST003207,USE00067,JOB0002,EX001,2026-04-27,Labour,41443,0,N-T,0,0,Grounded Fleet Payroll,0
COST003208,USE00067,JOB0002,EX001,2026-04-27,Transport/float,100630,10063,GST,100630,10063,Metro Heavy Haulage,0
COST003209,USE00031,JOB0002,EX002,2026-04-27,Fuel,18088,1809,GST,18088,1809,Viva Energy,0
COST003210,USE00031,JOB0002,EX002,2026-04-27,Labour,53952,0,N-T,0,0,Grounded Fleet Payroll,0
COST003211,USE00031,JOB0002,EX002,2026-04-27,Maintenance,23184,2318,GST,23184,2318,CAT Parts,0
COST003212,USE00049,JOB0002,LD002,2026-04-27,Fuel,62691,6269,GST,62691,6269,BP Australia,0
COST003213,USE00049,JOB0002,LD002,2026-04-27,Labour,52237,0,N-T,0,0,Grounded Fleet Payroll,0
COST003214,USE00198,JOB0008,EX001,2026-04-27,Fuel,29216,2922,GST,29216,2922,BP Australia,0
COST003215,USE00198,JOB0008,EX001,2026-04-27,Labour,56164,0,N-T,0,0,Grounded Fleet Payroll,0
COST003216,USE00198,JOB0008,EX001,2026-04-27,Transport/float,53023,5302,GST,53023,5302,VIC Tilt Tray,0
COST003217,USE00210,JOB0008,EX003,2026-04-27,Fuel,35603,3560,GST,35603,3560,Ampol,0
COST003218,USE00210,JOB0008,EX003,2026-04-27,Labour,48799,0,N-T,0,0,Grounded Fleet Payroll,0
COST003219,USE00234,JOB0008,EX004,2026-04-27,Fuel,64882,6488,GST,64882,6488,BP Australia,0
COST003220,USE00234,JOB0008,EX004,2026-04-27,Labour,41009,0,N-T,0,0,Grounded Fleet Payroll,0
COST003221,USE00234,JOB0008,EX004,2026-04-27,Maintenance,31284,3128,GST,31284,3128,Komatsu Service,0
COST003222,USE00246,JOB0008,EX005,2026-04-27,Fuel,31802,3180,GST,31802,3180,Ampol,0
COST003223,USE00246,JOB0008,EX005,2026-04-27,Labour,38015,0,N-T,0,0,Grounded Fleet Payroll,0
COST003224,USE00222,JOB0008,LD001,2026-04-27,Fuel,20095,2010,GST,20095,2010,Viva Energy,0
COST003225,USE00222,JOB0008,LD001,2026-04-27,Labour,59469,0,N-T,0,0,Grounded Fleet Payroll,0
COST003226,USE00222,JOB0008,LD001,2026-04-27,Transport/float,50351,5035,GST,50351,5035,Grounded Float,0
COST003227,USE00015,JOB0001,DZ001,2026-04-28,Fuel,30978,3098,GST,30978,3098,Ampol,0
COST003228,USE00015,JOB0001,DZ001,2026-04-28,Labour,52552,0,N-T,0,0,Grounded Fleet Payroll,0
COST003229,USE00003,JOB0001,LD001,2026-04-28,Fuel,35590,3559,GST,35590,3559,Viva Energy,0
COST003230,USE00003,JOB0001,LD001,2026-04-28,Labour,45209,0,N-T,0,0,Grounded Fleet Payroll,0
COST003231,USE00003,JOB0001,LD001,2026-04-28,Maintenance,63261,6326,GST,63261,6326,Komatsu Service,0
COST003232,USE00003,JOB0001,LD001,2026-04-28,Transport/float,79187,7919,GST,79187,7919,Grounded Float,0
COST003233,USE00059,JOB0002,CP001,2026-04-28,Fuel,22300,2230,GST,22300,2230,BP Australia,0
COST003234,USE00059,JOB0002,CP001,2026-04-28,Labour,54432,0,N-T,0,0,Grounded Fleet Payroll,0
COST003235,USE00041,JOB0002,DT001,2026-04-28,Fuel,64485,6448,GST,64485,6448,Ampol,0
COST003236,USE00041,JOB0002,DT001,2026-04-28,Labour,55559,0,N-T,0,0,Grounded Fleet Payroll,0
COST003237,USE00041,JOB0002,DT001,2026-04-28,Maintenance,32772,3277,GST,32772,3277,Local Diesel Repairs,0
COST003238,USE00068,JOB0002,EX001,2026-04-28,Fuel,35572,3557,GST,35572,3557,BP Australia,0
COST003239,USE00068,JOB0002,EX001,2026-04-28,Labour,50233,0,N-T,0,0,Grounded Fleet Payroll,0
COST003240,USE00068,JOB0002,EX001,2026-04-28,Maintenance,33348,3335,GST,33348,3335,Local Diesel Repairs,0
COST003241,USE00068,JOB0002,EX001,2026-04-28,Transport/float,94615,9462,GST,94615,9462,VIC Tilt Tray,0
COST003242,USE00068,JOB0002,EX001,2026-04-28,E-tag,11117,1112,GST,11117,1112,Linkt,0
COST003243,USE00032,JOB0002,EX002,2026-04-28,Fuel,18591,1859,GST,18591,1859,BP Australia,0
COST003244,USE00032,JOB0002,EX002,2026-04-28,Labour,61618,0,N-T,0,0,Grounded Fleet Payroll,0
COST003245,USE00032,JOB0002,EX002,2026-04-28,Maintenance,38247,3825,GST,38247,3825,Komatsu Service,0
COST003246,USE00032,JOB0002,EX002,2026-04-28,E-tag,8826,883,GST,8826,883,Linkt,0
COST003247,USE00050,JOB0002,LD002,2026-04-28,Fuel,53644,5364,GST,53644,5364,Viva Energy,0
COST003248,USE00050,JOB0002,LD002,2026-04-28,Labour,53691,0,N-T,0,0,Grounded Fleet Payroll,0
COST003249,USE00050,JOB0002,LD002,2026-04-28,Maintenance,80733,8073,GST,80733,8073,Local Diesel Repairs,0
COST003250,USE00199,JOB0008,EX001,2026-04-28,Fuel,16592,1659,GST,16592,1659,Viva Energy,0
COST003251,USE00199,JOB0008,EX001,2026-04-28,Labour,53538,0,N-T,0,0,Grounded Fleet Payroll,0
COST003252,USE00199,JOB0008,EX001,2026-04-28,Transport/float,79761,7976,GST,79761,7976,Grounded Float,0
COST003253,USE00211,JOB0008,EX003,2026-04-28,Fuel,39282,3928,GST,39282,3928,Viva Energy,0
COST003254,USE00211,JOB0008,EX003,2026-04-28,Labour,49088,0,N-T,0,0,Grounded Fleet Payroll,0
COST003255,USE00235,JOB0008,EX004,2026-04-28,Fuel,60834,6083,GST,60834,6083,BP Australia,0
COST003256,USE00235,JOB0008,EX004,2026-04-28,Labour,44654,0,N-T,0,0,Grounded Fleet Payroll,0
COST003257,USE00235,JOB0008,EX004,2026-04-28,E-tag,6550,655,GST,6550,655,Linkt,0
COST003258,USE00247,JOB0008,EX005,2026-04-28,Fuel,44855,4486,GST,44855,4486,Viva Energy,0
COST003259,USE00247,JOB0008,EX005,2026-04-28,Labour,38192,0,N-T,0,0,Grounded Fleet Payroll,0
COST003260,USE00247,JOB0008,EX005,2026-04-28,E-tag,3258,326,GST,3258,326,Linkt,0
COST003261,USE00223,JOB0008,LD001,2026-04-28,Fuel,45568,4557,GST,45568,4557,BP Australia,0
COST003262,USE00223,JOB0008,LD001,2026-04-28,Labour,57442,0,N-T,0,0,Grounded Fleet Payroll,0
COST003263,USE00223,JOB0008,LD001,2026-04-28,Transport/float,117780,11778,GST,117780,11778,Metro Heavy Haulage,0
COST003264,USE00016,JOB0001,DZ001,2026-04-29,Fuel,30184,3018,GST,30184,3018,Viva Energy,0
COST003265,USE00016,JOB0001,DZ001,2026-04-29,Labour,56106,0,N-T,0,0,Grounded Fleet Payroll,0
COST003266,USE00004,JOB0001,LD001,2026-04-29,Fuel,38203,3820,GST,38203,3820,Viva Energy,0
COST003267,USE00004,JOB0001,LD001,2026-04-29,Labour,55382,0,N-T,0,0,Grounded Fleet Payroll,0
COST003268,USE00004,JOB0001,LD001,2026-04-29,Transport/float,59029,5903,GST,59029,5903,VIC Tilt Tray,0
COST003269,USE00060,JOB0002,CP001,2026-04-29,Fuel,52835,5284,GST,52835,5284,Viva Energy,0
COST003270,USE00060,JOB0002,CP001,2026-04-29,Labour,45448,0,N-T,0,0,Grounded Fleet Payroll,0
COST003271,USE00060,JOB0002,CP001,2026-04-29,Maintenance,48334,4833,GST,48334,4833,Local Diesel Repairs,0
COST003272,USE00060,JOB0002,CP001,2026-04-29,E-tag,9538,954,GST,9538,954,Linkt,0
COST003273,USE00042,JOB0002,DT001,2026-04-29,Fuel,27763,2776,GST,27763,2776,Caltex,0
COST003274,USE00042,JOB0002,DT001,2026-04-29,Labour,51947,0,N-T,0,0,Grounded Fleet Payroll,0
COST003275,USE00069,JOB0002,EX001,2026-04-29,Fuel,31949,3195,GST,31949,3195,Ampol,0
COST003276,USE00069,JOB0002,EX001,2026-04-29,Labour,53885,0,N-T,0,0,Grounded Fleet Payroll,0
COST003277,USE00069,JOB0002,EX001,2026-04-29,Transport/float,53286,5329,GST,53286,5329,Grounded Float,0
COST003278,USE00033,JOB0002,EX002,2026-04-29,Fuel,34266,3427,GST,34266,3427,Viva Energy,0
COST003279,USE00033,JOB0002,EX002,2026-04-29,Labour,60920,0,N-T,0,0,Grounded Fleet Payroll,0
COST003280,USE00033,JOB0002,EX002,2026-04-29,Maintenance,25737,2574,GST,25737,2574,Komatsu Service,0
COST003281,USE00051,JOB0002,LD002,2026-04-29,Fuel,16748,1675,GST,16748,1675,Ampol,0
COST003282,USE00051,JOB0002,LD002,2026-04-29,Labour,44692,0,N-T,0,0,Grounded Fleet Payroll,0
COST003283,USE00200,JOB0008,EX001,2026-04-29,Fuel,29537,2954,GST,29537,2954,Caltex,0
COST003284,USE00200,JOB0008,EX001,2026-04-29,Labour,56037,0,N-T,0,0,Grounded Fleet Payroll,0
COST003285,USE00200,JOB0008,EX001,2026-04-29,Maintenance,59492,5949,GST,59492,5949,Komatsu Service,0
COST003286,USE00200,JOB0008,EX001,2026-04-29,Transport/float,78880,7888,GST,78880,7888,VIC Tilt Tray,0
COST003287,USE00212,JOB0008,EX003,2026-04-29,Fuel,26212,2621,GST,26212,2621,Viva Energy,0
COST003288,USE00212,JOB0008,EX003,2026-04-29,Labour,40983,0,N-T,0,0,Grounded Fleet Payroll,0
COST003289,USE00236,JOB0008,EX004,2026-04-29,Fuel,23742,2374,GST,23742,2374,Viva Energy,0
COST003290,USE00236,JOB0008,EX004,2026-04-29,Labour,39142,0,N-T,0,0,Grounded Fleet Payroll,0
COST003291,USE00236,JOB0008,EX004,2026-04-29,Maintenance,47393,4739,GST,47393,4739,CAT Parts,0
COST003292,USE00248,JOB0008,EX005,2026-04-29,Fuel,75045,7504,GST,75045,7504,Ampol,0
COST003293,USE00248,JOB0008,EX005,2026-04-29,Labour,44102,0,N-T,0,0,Grounded Fleet Payroll,0
COST003294,USE00224,JOB0008,LD001,2026-04-29,Fuel,53575,5358,GST,53575,5358,Ampol,0
COST003295,USE00224,JOB0008,LD001,2026-04-29,Labour,55161,0,N-T,0,0,Grounded Fleet Payroll,0
COST003296,USE00224,JOB0008,LD001,2026-04-29,Transport/float,42688,4269,GST,42688,4269,Grounded Float,0
COST003297,USE00017,JOB0001,DZ001,2026-04-30,Fuel,34773,3477,GST,34773,3477,Ampol,0
COST003298,USE00017,JOB0001,DZ001,2026-04-30,Labour,44603,0,N-T,0,0,Grounded Fleet Payroll,0
COST003299,USE00017,JOB0001,DZ001,2026-04-30,Maintenance,27052,2705,GST,27052,2705,Local Diesel Repairs,0
COST003300,USE00005,JOB0001,LD001,2026-04-30,Fuel,30169,3017,GST,30169,3017,Viva Energy,0
COST003301,USE00005,JOB0001,LD001,2026-04-30,Labour,48886,0,N-T,0,0,Grounded Fleet Payroll,0
COST003302,USE00005,JOB0001,LD001,2026-04-30,Maintenance,76169,7617,GST,76169,7617,Local Diesel Repairs,0
COST003303,USE00005,JOB0001,LD001,2026-04-30,Transport/float,106726,10673,GST,106726,10673,VIC Tilt Tray,0
COST003304,USE00201,JOB0008,EX001,2026-04-30,Fuel,35103,3510,GST,35103,3510,Caltex,0
COST003305,USE00201,JOB0008,EX001,2026-04-30,Labour,64884,0,N-T,0,0,Grounded Fleet Payroll,0
COST003306,USE00213,JOB0008,EX003,2026-04-30,Fuel,47949,4795,GST,47949,4795,Caltex,0
COST003307,USE00213,JOB0008,EX003,2026-04-30,Labour,49068,0,N-T,0,0,Grounded Fleet Payroll,0
COST003308,USE00213,JOB0008,EX003,2026-04-30,Maintenance,28833,2883,GST,28833,2883,Local Diesel Repairs,0
COST003309,USE00237,JOB0008,EX004,2026-04-30,Fuel,31775,3178,GST,31775,3178,Caltex,0
COST003310,USE00237,JOB0008,EX004,2026-04-30,Labour,39199,0,N-T,0,0,Grounded Fleet Payroll,0
COST003311,USE00237,JOB0008,EX004,2026-04-30,Maintenance,51756,5176,GST,51756,5176,Local Diesel Repairs,0
COST003312,USE00249,JOB0008,EX005,2026-04-30,Fuel,22181,2218,GST,22181,2218,Ampol,0
COST003313,USE00249,JOB0008,EX005,2026-04-30,Labour,40964,0,N-T,0,0,Grounded Fleet Payroll,0
COST003314,USE00249,JOB0008,EX005,2026-04-30,Maintenance,71920,7192,GST,71920,7192,CAT Parts,0
COST003315,USE00225,JOB0008,LD001,2026-04-30,Fuel,48966,4897,GST,48966,4897,BP Australia,0
COST003316,USE00225,JOB0008,LD001,2026-04-30,Labour,43673,0,N-T,0,0,Grounded Fleet Payroll,0
COST003317,USE00225,JOB0008,LD001,2026-04-30,Transport/float,64191,6419,GST,64191,6419,Grounded Float,0
COST003318,USE00018,JOB0001,DZ001,2026-05-01,Fuel,47046,4705,GST,47046,4705,Ampol,0
COST003319,USE00018,JOB0001,DZ001,2026-05-01,Labour,39495,0,N-T,0,0,Grounded Fleet Payroll,0
COST003320,USE00006,JOB0001,LD001,2026-05-01,Fuel,41827,4183,GST,41827,4183,Ampol,0
COST003321,USE00006,JOB0001,LD001,2026-05-01,Labour,53203,0,N-T,0,0,Grounded Fleet Payroll,0
COST003322,USE00006,JOB0001,LD001,2026-05-01,Transport/float,69843,6984,GST,69843,6984,VIC Tilt Tray,0
COST003323,USE00776,JOB0024,CP001,2026-05-01,Fuel,61117,6112,GST,61117,6112,Viva Energy,0
COST003324,USE00776,JOB0024,CP001,2026-05-01,Labour,47403,0,N-T,0,0,Grounded Fleet Payroll,0
COST003325,USE00776,JOB0024,CP001,2026-05-01,Transport/float,66007,6601,GST,66007,6601,Metro Heavy Haulage,0
COST003326,USE00773,JOB0024,DZ001,2026-05-01,Fuel,41081,4108,GST,41081,4108,Caltex,0
COST003327,USE00773,JOB0024,DZ001,2026-05-01,Labour,47024,0,N-T,0,0,Grounded Fleet Payroll,0
COST003328,USE00773,JOB0024,DZ001,2026-05-01,Transport/float,60169,6017,GST,60169,6017,VIC Tilt Tray,0
COST003329,USE00782,JOB0024,EX002,2026-05-01,Fuel,51254,5125,GST,51254,5125,Ampol,0
COST003330,USE00782,JOB0024,EX002,2026-05-01,Labour,44517,0,N-T,0,0,Grounded Fleet Payroll,0
COST003331,USE00782,JOB0024,EX002,2026-05-01,Transport/float,94279,9428,GST,94279,9428,VIC Tilt Tray,0
COST003332,USE00779,JOB0024,EX005,2026-05-01,Fuel,40091,4009,GST,40091,4009,BP Australia,0
COST003333,USE00779,JOB0024,EX005,2026-05-01,Labour,52036,0,N-T,0,0,Grounded Fleet Payroll,0
COST003334,USE00779,JOB0024,EX005,2026-05-01,Transport/float,82380,8238,GST,82380,8238,Grounded Float,0
COST003335,USE00019,JOB0001,DZ001,2026-05-02,Fuel,68273,6827,GST,68273,6827,BP Australia,0
COST003336,USE00019,JOB0001,DZ001,2026-05-02,Labour,48697,0,N-T,0,0,Grounded Fleet Payroll,0
COST003337,USE00019,JOB0001,DZ001,2026-05-02,Transport/float,43731,4373,GST,43731,4373,Grounded Float,0
COST003338,USE00019,JOB0001,DZ001,2026-05-02,E-tag,3794,379,GST,3794,379,Linkt,0
COST003339,USE00007,JOB0001,LD001,2026-05-02,Fuel,27052,2705,GST,27052,2705,Ampol,0
COST003340,USE00007,JOB0001,LD001,2026-05-02,Labour,48860,0,N-T,0,0,Grounded Fleet Payroll,0
COST003341,USE00007,JOB0001,LD001,2026-05-02,Maintenance,31065,3106,GST,31065,3106,Komatsu Service,0
COST003342,USE00007,JOB0001,LD001,2026-05-02,E-tag,5194,519,GST,5194,519,Linkt,0
COST003343,USE00777,JOB0024,CP001,2026-05-02,Fuel,45534,4553,GST,45534,4553,Viva Energy,0
COST003344,USE00777,JOB0024,CP001,2026-05-02,Labour,42523,0,N-T,0,0,Grounded Fleet Payroll,0
COST003345,USE00774,JOB0024,DZ001,2026-05-02,Fuel,27406,2741,GST,27406,2741,Viva Energy,0
COST003346,USE00774,JOB0024,DZ001,2026-05-02,Labour,55364,0,N-T,0,0,Grounded Fleet Payroll,0
COST003347,USE00774,JOB0024,DZ001,2026-05-02,Transport/float,62079,6208,GST,62079,6208,VIC Tilt Tray,0
COST003348,USE00783,JOB0024,EX002,2026-05-02,Fuel,21232,2123,GST,21232,2123,Viva Energy,0
COST003349,USE00783,JOB0024,EX002,2026-05-02,Labour,59142,0,N-T,0,0,Grounded Fleet Payroll,0
COST003350,USE00783,JOB0024,EX002,2026-05-02,E-tag,11392,1139,GST,11392,1139,Linkt,0
COST003351,USE00780,JOB0024,EX005,2026-05-02,Fuel,57347,5735,GST,57347,5735,Caltex,0
COST003352,USE00780,JOB0024,EX005,2026-05-02,Labour,48880,0,N-T,0,0,Grounded Fleet Payroll,0
COST003353,USE00780,JOB0024,EX005,2026-05-02,Maintenance,74878,7488,GST,74878,7488,Local Diesel Repairs,0
COST003354,USE00780,JOB0024,EX005,2026-05-02,E-tag,4365,436,GST,4365,436,Linkt,0
COST003355,USE01344,JOB0039,DZ001,2026-05-02,Fuel,55304,5530,GST,55304,5530,Caltex,0
COST003356,USE01344,JOB0039,DZ001,2026-05-02,Labour,53729,0,N-T,0,0,Grounded Fleet Payroll,0
COST003357,USE01344,JOB0039,DZ001,2026-05-02,Transport/float,75682,7568,GST,75682,7568,Grounded Float,0
COST003358,USE01327,JOB0039,GR001,2026-05-02,Fuel,20059,2006,GST,20059,2006,BP Australia,0
COST003359,USE01327,JOB0039,GR001,2026-05-02,Labour,41525,0,N-T,0,0,Grounded Fleet Payroll,0
COST003360,USE01327,JOB0039,GR001,2026-05-02,Transport/float,84569,8457,GST,84569,8457,Metro Heavy Haulage,0
COST003361,USE01310,JOB0039,LD001,2026-05-02,Fuel,36426,3643,GST,36426,3643,Viva Energy,0
COST003362,USE01310,JOB0039,LD001,2026-05-02,Labour,58310,0,N-T,0,0,Grounded Fleet Payroll,0
COST003363,USE01310,JOB0039,LD001,2026-05-02,Transport/float,104395,10440,GST,104395,10440,VIC Tilt Tray,0
COST003364,USE01310,JOB0039,LD001,2026-05-02,E-tag,4167,417,GST,4167,417,Linkt,0
